Updated On,State,Total Tested,Tags,Positive,Negative,Unconfirmed,Unnamed: 7,Total People In Quarantine,Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: covid19india),Unnamed: 20,Unnamed: 21,Unnamed: 22
03/04/2020,Karnataka,4587.0,Tested,128.0,4281.0,178.0,,219.0,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/03-04-2020(English).pdf,,2.79%,0.07,70.0,65798000,,,
07/04/2020,Karnataka,6580.0,Tested,175.0,5942.0,,,,,1540.0,250.0,130.0,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/07-04-2020(English).pdf,,2.66%,0.1,100.0,,,,
08/04/2020,Karnataka,6967.0,Tested,181.0,6473.0,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/08-04-2020(English).pdf,,2.60%,0.11,106.0,,,,
09/04/2020,Karnataka,7613.0,Tested,197.0,7176.0,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/09-04-2020(English).pdf,,2.59%,0.12,116.0,,,,
10/04/2020,Karnataka,7975.0,Tested,207.0,7673.0,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/10-04-2020(English).pdf,,2.60%,0.12,121.0,,,,
11/04/2020,Karnataka,8560.0,Tested,215.0,8231.0,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/11-04-2020(English).pdf,,2.51%,0.13,130.0,,,,
12/04/2020,Karnataka,9251.0,Tested,232.0,8831.0,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/12-04-2020(English).pdf,https://karunadu.karnataka.gov.in/hfw/kannada/Pages/cv-media-bulletin.aspx,2.51%,0.14,141.0,,,,
13/04/2020,Karnataka,10017.0,Tested,247.0,9572.0,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/13-04-2020(English).pdf,,2.47%,0.15,152.0,,,,
14/04/2020,Karnataka,11107.0,Tested,260.0,10554.0,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/14-04-2020(English).pdf ,,2.34%,0.17,169.0,,,,
15/04/2020,Karnataka,12483.0,Tested,279.0,11905.0,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/15-04-2020(English).pdf,,2.24%,0.19,190.0,,,,
16/04/2020,Karnataka,13724.0,Tested,315.0,13074.0,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/16-04-2020(English).pdf,,2.30%,0.21,209.0,,,,
17/04/2020,Karnataka,17594.0,Tested,359.0,14606.0,,,,,,,,9864.0,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/17-04-2020(English).pdf,,2.04%,0.27,267.0,,,,
18/04/2020,Karnataka,19186.0,Tested,384.0,15658.0,,,,,,,,6366.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/18-04-2020-05-00PM-English.pdf,,2.00%,0.29,292.0,,,,
19/04/2020,Karnataka,21367.0,Tested,390.0,17662.0,,,,,,,,4609.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/19-04-2020-05-00-English.pdf,,1.83%,0.32,325.0,,,,
20/04/2020,Karnataka,23460.0,Tested,408.0,19497.0,,,,,,,,3564.0,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/20-04-2020(English).pdf,,1.74%,0.36,357.0,,,,
21/04/2020,Karnataka,26233.0,Tested,418.0,22222.0,,,,,,,,3802.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/21-04-2020-05-00-English.pdf,,1.59%,0.4,399.0,,,,
22/04/2020,Karnataka,29512.0,Tested,427.0,25424.0,,,,,,,,4898.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/22-04-2020-05-00-English.pdf,,1.45%,0.45,449.0,,,,
23/04/2020,Karnataka,32122.0,Tested,445.0,28174.0,,,,,,,,5944.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/23-04-2020-05-00-English.pdf,,1.39%,0.49,488.0,,,,
24/04/2020,Karnataka,35958.0,Tested,474.0,31914.0,,,,,,,,5943.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/24-04-2020-05-00-English.pdf,,1.32%,0.55,546.0,,,,
25/04/2020,Karnataka,39083.0,Tested,500.0,34888.0,,,,,,,,8731.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/25-04-2020%20-%2005-00%20-%20English.pdf,,1.28%,0.59,594.0,,,,
26/04/2020,Karnataka,42964.0,Tested,503.0,38207.0,,,,,,,,8486.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/26-04-2020%20-%2005-00%20-%20English.pdf,,1.17%,0.65,653.0,,,,
27/04/2020,Karnataka,45685.0,Tested,512.0,43791.0,,,,,,,,8011.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/27-04-2020%20-%2005-00%20-%20English.pdf,,1.12%,0.69,694.0,,,,
28/04/2020,Karnataka,50512.0,Tested,523.0,48508.0,,,,,,,,8252.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/28-04-2020%20-%2005-00%20-%20English.pdf,,1.04%,0.77,768.0,,,,
29/04/2020,Karnataka,55404.0,Tested,535.0,53241.0,,,,,,,,21852.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/Revised%20-%2029-04-2020%20-%2005-00%20-%20English.pdf,,0.97%,0.84,842.0,,,,
30/04/2020,Karnataka,60156.0,Tested,565.0,57548.0,,,,,,,,26088.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/30-04-2020%2005-00%20English.pdf,,0.94%,0.91,914.0,,,,
01/05/2020,Karnataka,64898.0,Tested,589.0,61855.0,,,,,,,,34202.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/01-05-2020%2005-00%20English.pdf,,0.91%,0.99,986.0,,,,
02/05/2020,Karnataka,69730.0,Tested,601.0,66475.0,,,,,,,,43397.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/02-05-2020%2005-00%20English.pdf,,0.86%,1.06,1060.0,,,,
03/05/2020,Karnataka,74898.0,Tested,614.0,70998.0,,,,,,,,53709.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/03-05-2020%2005-00%20English.pdf,,0.82%,1.14,1138.0,,,,
04/05/2020,Karnataka,79193.0,Tested,651.0,74664.0,,,,,,,,,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/04-05-2020%2005-00%20English.pdf,,0.82%,1.2,1204.0,,,,
05/05/2020,Karnataka,83806.0,Tested,673.0,78860.0,,,,,,,,77203.0,https://t.me/Karnataka_KoViD19_Broadcast/2883,,0.80%,1.27,1274.0,,,,
06/05/2020,Karnataka,88777.0,Tested,693.0,83056.0,,,,,,,,85037.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/06-05-2020%2005-00%20English.pdf,,0.78%,1.35,1349.0,,,,
07/05/2020,Karnataka,93535.0,Tested,705.0,87756.0,,,,,,,,,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/07-05-2020%2005-00%20English.pdf,,0.75%,1.42,1422.0,,,,
08/05/2020,Karnataka,98081.0,Tested,753.0,92237.0,,,,,,,,,https://t.me/Karnataka_KoViD19_Broadcast/2991,,0.77%,1.49,1491.0,,,,
09/05/2020,Karnataka,103098.0,Tested,794.0,97326.0,,,,,,,,,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/09-05-2020%2005-00%20English.pdf,,0.77%,1.57,1567.0,,,,
10/05/2020,Karnataka,107311.0,Tested,848.0,102266.0,,,,,,,,77498.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/10-05-2020%2005-00%20English.pdf,,0.79%,1.63,1631.0,,,,
11/05/2020,Karnataka,111595.0,Tested,862.0,106467.0,,,,,,,,7558.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/11-05-2020%2005-00%20English.pdf,,0.77%,1.7,1696.0,,,,
12/05/2020,Karnataka,116533.0,Tested,925.0,111264.0,,,,,,,,6782.0,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/12-05-2020%2005-00%20English.pdf,,,,,,,,
13/05/2020,Karnataka,,,,,,,,,,,,,,,,,,,,,
01/04/2020,Kerala,7965.0,Samples Sent,265.0,7256.0,444.0,,622.0,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.33%,0.23,227.0,35125000,,,
02/04/2020,Kerala,8456.0,Samples Sent,286.0,7622.0,548.0,,643.0,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.38%,0.24,241.0,,,,
03/04/2020,Kerala,9139.0,Samples Sent,295.0,8126.0,718.0,,706.0,,,,,,https://dashboard.kerala.gov.in/,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.23%,0.26,260.0,,,,
04/02/2020,Kerala,9744.0,Samples Sent,306.0,8586.0,852.0,,734.0,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.14%,0.28,277.0,,,,
05/04/2020,Kerala,10221.0,Samples Sent,314.0,9300.0,607.0,,776.0,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.07%,0.29,291.0,,,,
06/04/2020,Kerala,10716.0,Samples Sent,327.0,9607.0,782.0,,795.0,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.05%,0.31,305.0,,,,
07/04/2020,Kerala,11232.0,Samples Sent,336.0,10250.0,646.0,,752.0,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.99%,0.32,320.0,,,,
08/04/2020,Kerala,11986.0,Samples Sent,354.0,10906.0,735.0,,749.0,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.95%,0.34,341.0,,,,
09/04/2020,Kerala,12710.0,Samples Sent,258.0,11469.0,884.0,,723.0,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-9.pdf,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.03%,0.36,362.0,,,,
09/04/2020,Kerala,12710.0,Samples Sent,357.0,11469.0,884.0,,723.0,,,,,,https://twitter.com/vijayanpinarayi/status/1248267225825308677,https://dashboard.kerala.gov.in/,2.81%,0.36,362.0,,,,
10/04/2020,Kerala,13339.0,Samples Sent,364.0,12335.0,640.0,,730.0,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-10.pdf,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.73%,0.38,380.0,,,,
11/04/2020,Kerala,14163.0,Samples Sent,373.0,12818.0,972.0,,814.0,,,,,,https://dashboard.kerala.gov.in/quarantine-view-public.php,https://dashboard.kerala.gov.in/testing-view-public.php,2.63%,0.4,403.0,,,,
12/04/2020,Kerala,14989.0,Samples Sent,375.0,13802.0,812.0,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-12.pdf,https://dashboard.kerala.gov.in/testing-view-public.php,2.50%,0.43,427.0,,,,
13/04/2020,Kerala,15683.0,Samples Sent,378.0,14829.0,476.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-13.pdf,2.41%,0.45,446.0,,,,
14/04/2020,Kerala,16235.0,Samples Sent,386.0,15488.0,361.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-14.pdf,2.38%,0.46,462.0,,,,
15/04/2020,Kerala,16475.0,Samples Sent,387.0,16002.0,86.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.35%,0.47,469.0,,,,
16/04/2020,Kerala,17400.0,Samples Sent,394.0,16459.0,547.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.26%,0.5,495.0,,,,
17/04/2020,Kerala,18029.0,Samples Sent,395.0,17279.0,355.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.19%,0.51,513.0,,,,
18/04/2020,Kerala,18774.0,Samples Sent,399.0,17763.0,612.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.13%,0.53,534.0,,,,
19/04/2020,Kerala,19351.0,Samples Sent,401.0,18547.0,403.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.07%,0.55,551.0,,,,
20/04/2020,Kerala,19756.0,Samples Sent,408.0,19074.0,274.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.07%,0.56,562.0,,,,
21/04/2020,Kerala,20252.0,Samples Sent,426.0,19442.0,384.0,,442.0,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.10%,0.58,577.0,,,,
22/04/2020,Kerala,20821.0,Samples Sent,437.0,19998.0,386.0,,346.0,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.10%,0.59,593.0,,,,
23/04/2020,Kerala,21334.0,Samples Sent,447.0,20326.0,561.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.10%,0.61,607.0,,,,
24/04/2020,Kerala,21940.0,Samples Sent,450.0,20830.0,660.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.05%,0.62,625.0,,,,
25/04/2020,Kerala,22360.0,Samples Sent,457.0,21475.0,428.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.04%,0.64,637.0,,,,
26/04/2020,Kerala,22954.0,Samples Sent,468.0,21997.0,489.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.04%,0.65,653.0,,,,
27/04/2020,Kerala,23271.0,Samples Sent,481.0,22537.0,253.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.07%,0.66,663.0,,,,
28/04/2020,Kerala,23980.0,Samples Sent,485.0,23277.0,218.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.02%,0.68,683.0,,,,
29/04/2020,Kerala,24952.0,Samples Sent,495.0,23880.0,577.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.98%,0.71,710.0,,,,
30/04/2020,Kerala,25973.0,Samples Sent,497.0,25135.0,341.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.91%,0.74,739.0,,,,
01/05/2020,Kerala,27150.0,Samples Sent,497.0,26225.0,428.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://www.mohfw.gov.in/,1.83%,0.77,773.0,,,,
02/05/2020,Kerala,31183.0,Samples Sent,499.0,30358.0,326.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.60%,0.89,888.0,,,,
03/05/2020,Kerala,32217.0,Samples Sent,499.0,31611.0,107.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.55%,0.92,917.0,,,,
04/05/2020,Kerala,33010.0,Samples Sent,499.0,32315.0,196.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.51%,0.94,940.0,,,,
05/05/2020,Kerala,33800.0,Samples Sent,502.0,33265.0,33.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.49%,0.96,962.0,,,,
06/05/2020,Kerala,34599.0,Samples Sent,502.0,34063.0,34.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.45%,0.99,985.0,,,,
07/05/2020,Kerala,35171.0,Samples Sent,502.0,34519.0,150.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.43%,1.0,1001.0,,,,
08/05/2020,Kerala,35886.0,Samples Sent,503.0,35355.0,28.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.40%,1.02,1022.0,,,,
09/05/2020,Kerala,36648.0,Samples Sent,505.0,36002.0,141.0,,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/5.Daily-Bulletin-HFWD-English-May-09.pdf,https://dashboard.kerala.gov.in/testing-view-public.php,1.38%,1.04,1043.0,,,,
10/05/2020,Kerala,37464.0,Samples Sent,512.0,36630.0,322.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.37%,1.07,1067.0,,,,
11/05/2020,Kerala,37858.0,Samples Sent,512.0,37098.0,248.0,,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,,,,,,,
12/05/2020,Kerala,38547.0,Samples Sent,524.0,37727.0,296.0,,,,,,,,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/12-05-2020%2005-00%20English.pdf,,,,,,,,
13/05/2020,Kerala,,,,,,,,,,,,,,,,,,,,,
13/04/2020,Ladakh,618.0,Samples Collected,17.0,,,,,,,,,,http://newsonair.com/News?title=Ladakh-well-ahead-of-all-states-and-UTs-in-testing-suspects-for-COVID-19&id=385511,,2.75%,2.11,2109.0,293000,,,
14/04/2020,Ladakh,760.0,Samples Collected,17.0,615.0,69.0,,,,,,,,https://twitter.com/DIPR_Leh/status/1250016972072292353?s=09,,2.24%,2.59,2594.0,,,,
15/04/2020,Ladakh,820.0,Samples Collected,18.0,657.0,86.0,,154.0,,,,,,https://twitter.com/ladags/status/1250457259299110914?s=19,,2.20%,2.8,2799.0,,,,
16/04/2020,Ladakh,917.0,Samples Collected,18.0,695.0,145.0,,157.0,,,,,,https://twitter.com/ladags/status/1250757796007567360?s=19,,1.96%,3.13,3130.0,,,,
19/04/2020,Ladakh,991.0,Samples Collected,18.0,797.0,117.0,,157.0,,154.0,,,,https://twitter.com/ladags/status/1251890558810812422?s=19,,1.82%,3.38,3382.0,,,,
21/04/2020,Ladakh,1137.0,Samples Collected,18.0,896.0,164.0,,154.0,,137.0,,,,https://twitter.com/ladags/status/1252646578688389121?s=09,,1.58%,3.88,3881.0,,,,
29/04/2020,Ladakh,1949.0,Samples Collected,22.0,1299.0,556.0,,647.0,,137.0,,,,https://mobile.twitter.com/ladags/status/1255549292908998656?s=19,,1.13%,6.65,6652.0,,,,
30/04/2020,Ladakh,2245.0,Samples Collected,22.0,1384.0,767.0,,704.0,,137.0,,,,https://twitter.com/ladags/status/1255848872120684544?s=09,,0.98%,7.66,7662.0,,,,
01/05/2020,Ladakh,2430.0,Samples Collected,22.0,1545.0,791.0,,704.0,,137.0,,,,https://twitter.com/ladags/status/1256179569242980354?s=19,,0.91%,8.29,8294.0,,,,
02/05/2020,Ladakh,2434.0,Samples Collected,23.0,1618.0,721.0,,724.0,,137.0,,,,https://twitter.com/ladags/status/1256557472254267393,,0.94%,8.31,8307.0,,,,
03/05/2020,Ladakh,2434.0,Samples Collected,41.0,1674.0,647.0,,714.0,,137.0,,,,https://mobile.twitter.com/ladags/status/1256820308763238401,,1.68%,8.31,8307.0,,,,
04/05/2020,Ladakh,2639.0,Samples Collected,41.0,1879.0,,,,,,,,,https://twitter.com/ladags/status/1257326758518349825?s=19,,1.55%,9.01,9007.0,,,,
05/05/2020,Ladakh,,,,,,,,,,,,,,,,0.0,0.0,,,,
09/05/2020,Ladakh,3503.0,Samples Collected,42.0,2948.0,438.0,,580.0,,137.0,,,,https://twitter.com/ladags/status/1259176362931367943?s=19,,1.20%,11.96,11956.0,,,,
10/05/2020,Ladakh,,,,,,,,,,,,,,,,,,,,,
05/04/2020,Madhya Pradesh,2812.0,Samples Collected,193.0,1954.0,665.0,,,,,,,,https://twitter.com/JansamparkMP/status/1246841187073273857,,6.86%,0.03,34.0,82232000,,,
07/04/2020,Madhya Pradesh,3770.0,Tested,290.0,3125.0,355.0,,,,9492.0,1598.0,993.0,,https://twitter.com/JansamparkMP/status/1247554866043473920,,7.69%,0.05,46.0,,,,
08/04/2020,Madhya Pradesh,4056.0,Tested,341.0,3443.0,272.0,,,,,,,,https://twitter.com/JansamparkMP/status/1247907281703862272/photo/2,,8.41%,0.05,49.0,,,,
09/04/2020,Madhya Pradesh,5135.0,Tested,411.0,3989.0,,,,,9492.0,1598.0,993.0,,https://twitter.com/JansamparkMP/status/1248269831876382720?s=20,,8.00%,0.06,62.0,,,,
10/04/2020,Madhya Pradesh,7049.0,Tested,451.0,4840.0,,,,,9492.0,1598.0,993.0,,https://twitter.com/JansamparkMP/status/1248611777526394885?s=19,,6.40%,0.09,86.0,,,,
11/04/2020,Madhya Pradesh,8516.0,Tested,529.0,5790.0,,,,,9492.0,1598.0,993.0,,https://twitter.com/JansamparkMP/status/1249002767026274304?s=19,,6.21%,0.1,104.0,,,,
12/04/2020,Madhya Pradesh,10481.0,Tested,562.0,6875.0,,,,,9492.0,1598.0,993.0,,https://twitter.com/JansamparkMP/status/1249287199687716864?s=19,,5.36%,0.13,127.0,,,,
13/04/2020,Madhya Pradesh,10481.0,Tested,614.0,6875.0,,,,,16868.0,716.0,622.0,548464.0,https://www.google.com/url?q=https://twitter.com/JansamparkMP/status/1249707440288878592?s%3D19&sa=D&ust=1586894104440000&usg=AFQjCNESb6V_VO9Qoh8zQT0BFeSThzRGJg,,5.86%,0.13,127.0,,,,
14/04/2020,Madhya Pradesh,8105.0,Reports Received,741.0,7103.0,4835.0,,,,20243.0,783.0,690.0,578780.0,https://twitter.com/JansamparkMP/status/1250071572779601920?s=09,,9.14%,0.1,99.0,,,,
15/04/2020,Madhya Pradesh,9596.0,Reports Received,938.0,8658.0,4501.0,,,,29355.0,840.0,690.0,607324.0,https://twitter.com/JansamparkMP/status/1250441930896334852?s=09,,9.77%,0.12,117.0,,,,
16/04/2020,Madhya Pradesh,13492.0,Reports Received,1164.0,12326.0,4158.0,,,,,,,637288.0,https://twitter.com/JansamparkMP/status/1250813847650177024,,8.63%,0.16,164.0,,,,
17/04/2020,Madhya Pradesh,15302.0,Reports Received,1310.0,13992.0,4996.0,,,,,,,668994.0,https://twitter.com/JansamparkMP/status/1251155692213334018,,8.56%,0.19,186.0,,,,
18/04/2020,Madhya Pradesh,14978.0,Reports Received,1402.0,13576.0,7251.0,,,,,,,698326.0,https://twitter.com/JansamparkMP/status/1251528687935057920/photo/1,,9.36%,0.18,182.0,,,,
19/04/2020,Madhya Pradesh,17835.0,Reports Received,1407.0,16428.0,7054.0,,,,20243.0,783.0,690.0,726490.0,https://twitter.com/JansamparkMP/status/1251866633360093184/photo/2,,7.89%,0.22,217.0,,,,
20/04/2020,Madhya Pradesh,19142.0,Reports Received,1485.0,17657.0,8519.0,,,,33514.0,865.0,592.0,752852.0,https://twitter.com/JansamparkMP/status/1252220621112647683/photo/2,,7.76%,0.23,233.0,,,,
21/04/2020,Madhya Pradesh,20905.0,Reports Received,1552.0,19353.0,8215.0,,,,,,,781338.0,https://twitter.com/JansamparkMP/status/1252572205768114178/photo/1,,7.42%,0.25,254.0,,,,
22/04/2020,Madhya Pradesh,22664.0,Reports Received,1587.0,21077.0,8414.0,,,,,,,808177.0,https://twitter.com/JansamparkMP/status/1252908046629691392/photo/1,,7.00%,0.28,276.0,,,,
23/04/2020,Madhya Pradesh,24548.0,Reports Received,1687.0,22861.0,8526.0,,,,,,,836495.0,https://twitter.com/JansamparkMP/status/1253294536438284288?s=09,,6.87%,0.3,299.0,,,,
24/04/2020,Madhya Pradesh,26233.0,Reports Received,1846.0,24387.0,8843.0,,,,33514.0,865.0,592.0,876840.0,https://twitter.com/JansamparkMP/status/1253649153525153792?s=19,,7.04%,0.32,319.0,,,,
25/04/2020,Madhya Pradesh,27866.0,Reports Received,1945.0,25921.0,9021.0,,,,33514.0,865.0,592.0,918227.0,https://twitter.com/JansamparkMP/status/1254034656330240001,,6.98%,0.34,339.0,,,,
26/04/2020,Madhya Pradesh,25232.0,Reports Received,2090.0,21716.0,,,,,33514.0,865.0,592.0,961106.0,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-26April2020.pdf,https://t.me/indiacovid/3261?single,8.28%,0.31,307.0,,,,
27/04/2020,Madhya Pradesh,27009.0,Reports Received,2165.0,23500.0,,,,,33514.0,865.0,592.0,991950.0,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-27April2020.pdf,,8.02%,0.33,328.0,,,,
28/04/2020,Madhya Pradesh,31060.0,Reports Received,2387.0,26159.0,,,,,33514.0,865.0,592.0,1024460.0,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-28April2020.pdf,,7.69%,0.38,378.0,,,,
29/04/2020,Madhya Pradesh,33837.0,Reports Received,2560.0,29261.0,,,,,33514.0,865.0,592.0,1056896.0,https://twitter.com/JansamparkMP/status/1255502748377899009?s=09,,7.57%,0.41,411.0,,,,
30/04/2020,Madhya Pradesh,41712.0,Reports Received,2625.0,29816.0,,,,,33514.0,865.0,592.0,1089917.0,https://twitter.com/JansamparkMP/status/1255859565607952386/photo/1,,6.29%,0.51,507.0,,,,
01/05/2020,Madhya Pradesh,44116.0,Reports Received,2715.0,39353.0,,,,,33514.0,865.0,592.0,1122599.0,https://twitter.com/JansamparkMP/status/1256249293863882752/photo/1,,6.15%,0.54,536.0,,,,
02/05/2020,Madhya Pradesh,46578.0,Reports Received,2788.0,41460.0,,,,,33514.0,865.0,592.0,1147164.0,https://twitter.com/JansamparkMP/status/1256593893711372288?s=19,,5.99%,0.57,566.0,,,,
03/05/2020,Madhya Pradesh,49186.0,Reports Received,2837.0,43937.0,,,,,34600.0,873.0,612.0,1172185.0,https://mobile.twitter.com/JansamparkMP/status/1256969557522120705,,5.77%,0.6,598.0,,,,
04/05/2020,Madhya Pradesh,52095.0,Reports Received,2942.0,46634.0,,,,,34600.0,873.0,558.0,,https://twitter.com/JansamparkMP/status/1257349630339289089?s=19,,5.65%,0.63,634.0,,,,
05/05/2020,Madhya Pradesh,54595.0,Reports Received,3049.0,48931.0,,,,,35840.0,873.0,558.0,,https://twitter.com/JansamparkMP/status/1257679603717603329/photo/1,,5.58%,0.66,664.0,,,,
06/05/2020,Madhya Pradesh,54595.0,Reports Received,3138.0,51479.0,,,,,,,,,https://twitter.com/JansamparkMP/status/1258045895779725312,,5.75%,0.66,664.0,,,,
07/05/2020,Madhya Pradesh,61020.0,Reports Received,3252.0,55002.0,,,,,,,,,https://twitter.com/JansamparkMP/status/1258404394644766723?s=19,,5.33%,0.74,742.0,,,,
08/05/2020,Madhya Pradesh,63705.0,Reports Received,3341.0,57528.0,,,,,,,,,https://twitter.com/JansamparkMP/status/1258773188110098432?s=19,,5.24%,0.77,775.0,,,,
09/05/2020,Madhya Pradesh,68010.0,Reports Received,3457.0,61629.0,,,,,,,,,https://twitter.com/healthminmp/status/1259128463933538305?s=19,,5.08%,0.83,827.0,,,,
10/05/2020,Madhya Pradesh,72069.0,Reports Received,3614.0,65436.0,,,,,,,,,https://twitter.com/healthminmp/status/1259492747590934529?s=19,,5.01%,0.88,876.0,,,,
11/05/2020,Madhya Pradesh,76039.0,Reports Received,3785.0,69187.0,,,,,,,,,https://twitter.com/healthminmp/status/1259847116282892289/photo/2,,4.98%,0.92,925.0,,,,
12/05/2020,Madhya Pradesh,80885.0,Reports Received,3986.0,73761.0,,,,,,,,,https://twitter.com/healthminmp/status/1260204355032096770,,4.93%,0.98,984.0,,,,
13/05/2020,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,
